domain,task_id,intent_issue_type,persona,required_action_count,action_count_bin,final_required_action,reward_basis,class,r_edge,r_cloud
telecom,[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],Test resolution path: No Service/Connection Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,transfer_to_human_agents,"ENV_ASSERTION,ACTION",tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: MMS (Picture/Group Messaging) Issues.,none,2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],Test resolution path: MMS (Picture/Group Messaging) Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],Test resolution path: Mobile Data/Slow Internet Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",0,0,none,ENV_ASSERTION,communication_only,0.0,0.0
telecom,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,0,0,none,ENV_ASSERTION,communication_only,0.0,1.0
telecom,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,0,0,none,ENV_ASSERTION,communication_only,0.0,0.0
telecom,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,0,0,none,ENV_ASSERTION,communication_only,0.0,0.0
telecom,[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],Test resolution path: Mobile Data/Slow Internet Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],Test resolution path: Mobile Data/Slow Internet Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",0,0,none,ENV_ASSERTION,communication_only,0.0,0.0
telecom,[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,1,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],Test resolution path: Mobile Data/Slow Internet Issues.,none,1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],Test resolution path: Mobile Data/Slow Internet Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",2,1-2,enable_roaming,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],Test resolution path: Mobile Data/Slow Internet Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,refuel_data,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],Test resolution path: No Service/Connection Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",0,0,none,ENV_ASSERTION,communication_only,0.0,1.0
telecom,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],Test resolution path: No Service/Connection Issues.,none,1,1-2,transfer_to_human_agents,"ENV_ASSERTION,ACTION",tool_required,0.0,0.0
telecom,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],Test resolution path: No Service/Connection Issues.,none,1,1-2,transfer_to_human_agents,"ENV_ASSERTION,ACTION",tool_required,0.0,0.0
telecom,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],Test resolution path: No Service/Connection Issues.,none,0,0,none,ENV_ASSERTION,communication_only,0.0,0.0
telecom,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],Test resolution path: No Service/Connection Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",2,1-2,resume_line,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],Test resolution path: No Service/Connection Issues.,none,0,0,none,ENV_ASSERTION,communication_only,1.0,0.0
telecom,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],Test resolution path: No Service/Connection Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,transfer_to_human_agents,"ENV_ASSERTION,ACTION",tool_required,0.0,0.0
telecom,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],Test resolution path: No Service/Connection Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",2,1-2,resume_line,ENV_ASSERTION,tool_required,0.0,0.0
telecom,[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],Test resolution path: No Service/Connection Issues.,"
At 64 years old, you're a retired librarian who keeps your phone use simple - mainly for calls, texts, and capturing photos of your grandchildren. Technology in general makes you feel uneasy and overwhelmed.

Your technical knowledge is quite limited. Step-by-step instructions often confuse you, and technical terms like ""VPN"" or ""APN"" might as well be a foreign language. You only share information when specifically asked.

When dealing with technology, you tend to get flustered quickly. You need constant reassurance and often interrupt with anxious questions. Simple requests like ""reboot the phone"" can trigger worries about losing precious photos.
",1,1-2,transfer_to_human_agents,"ENV_ASSERTION,ACTION",tool_required,0.0,0.0
telecom,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],Test resolution path: No Service/Connection Issues.,"
As a 41-year-old office administrator, you use your cellphone daily for both work and personal tasks. While you're familiar with common phone functions, you wouldn't call yourself a tech enthusiast.

Your technical skills are average - you handle standard smartphone features like calls, texts, email, and basic apps with ease. You understand the fundamental settings, but prefer clear, step-by-step guidance when trying something new.

In interactions, you're naturally friendly and patient. When receiving help, you listen attentively and aren't afraid to ask questions. You make sure to confirm your understanding and provide detailed feedback on each instruction you receive.
",1,1-2,transfer_to_human_agents,"ENV_ASSERTION,ACTION",tool_required,0.0,0.0
