split,domain,task_id,sample_id,edge_reward,cloud_reward,delta_reward_cloud_minus_edge,edge_success,cloud_success,edge_exclusive,cloud_exclusive,both_success,oracle_reward,edge_steps,cloud_steps,edge_termination,cloud_termination,edge_parser_recovery_count,cloud_parser_recovery_count,edge_parser_recovery_fraction,cloud_parser_recovery_fraction,edge_malformed_json,cloud_malformed_json,edge_invalid_tool,cloud_invalid_tool,edge_tool_error,cloud_tool_error,first_input_identical
train,telecom,[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],telecom:[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,9,max_steps,user_error,5,9,0.1,1.0,2,0,0,0,0,0,1
train,telecom,[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],telecom:[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,46,13,max_steps,user_stop,10,13,0.217391,1.0,6,0,0,0,0,0,1
train,telecom,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom:[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,8,max_steps,user_error,5,8,0.1,1.0,3,0,0,0,0,0,1
train,telecom,[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],telecom:[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,47,6,user_stop,user_error,11,6,0.234043,1.0,1,0,0,0,0,0,1
train,telecom,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom:[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,45,7,user_error,user_error,7,7,0.155556,1.0,4,0,0,0,1,0,1
train,telecom,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],telecom:[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],0.0,1.0,1.0,0,1,0,1,0,1.0,49,21,user_error,user_stop,8,21,0.163265,1.0,1,0,0,0,1,0,1
train,telecom,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],telecom:[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,45,4,user_error,user_error,4,4,0.088889,1.0,2,0,0,0,2,0,1
train,telecom,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],telecom:[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,36,7,user_error,user_error,4,7,0.111111,1.0,2,0,0,0,0,0,1
train,telecom,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],telecom:[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,46,6,user_stop,user_error,5,6,0.108696,1.0,4,0,0,0,2,0,1
train,telecom,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom:[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,4,max_steps,user_error,6,4,0.12,1.0,3,0,0,0,3,0,1
train,telecom,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],telecom:[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],1.0,0.0,-1.0,1,0,1,0,0,1.0,44,5,user_stop,user_error,6,5,0.136364,1.0,4,0,0,0,0,0,1
train,telecom,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom:[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,5,max_steps,user_error,3,5,0.06,1.0,2,0,0,0,1,0,1
train,telecom,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],telecom:[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,45,4,max_steps,user_error,9,4,0.2,1.0,8,0,6,0,0,0,1
train,telecom,[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],telecom:[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,4,max_steps,user_error,1,4,0.02,1.0,0,0,0,0,0,0,1
train,telecom,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom:[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,44,5,user_stop,user_stop,5,5,0.113636,1.0,3,0,0,0,0,0,1
dev,airline,0,airline:0,1.0,1.0,0.0,1,1,0,0,1,1.0,12,10,user_stop,user_stop,9,10,0.75,1.0,2,0,0,0,0,0,1
dev,airline,11,airline:11,0.0,0.0,0.0,0,0,0,0,0,0.0,12,9,user_stop,user_stop,12,9,1.0,1.0,1,0,0,0,0,0,1
dev,airline,28,airline:28,1.0,1.0,0.0,1,1,0,0,1,1.0,11,6,user_stop,user_stop,6,6,0.545455,1.0,1,0,0,0,0,0,1
dev,airline,3,airline:3,1.0,0.0,-1.0,1,0,1,0,0,1.0,5,8,user_stop,user_stop,5,8,1.0,1.0,0,0,0,0,0,0,1
dev,airline,34,airline:34,1.0,1.0,0.0,1,1,0,0,1,1.0,12,13,user_stop,user_stop,10,13,0.833333,1.0,4,0,0,0,0,0,1
dev,airline,39,airline:39,0.0,0.0,0.0,0,0,0,0,0,0.0,48,8,user_stop,user_stop,13,8,0.270833,1.0,1,0,0,0,0,0,1
dev,airline,41,airline:41,1.0,1.0,0.0,1,1,0,0,1,1.0,19,6,user_stop,user_stop,7,6,0.368421,1.0,2,0,0,0,0,0,1
dev,airline,42,airline:42,0.0,0.0,0.0,0,0,0,0,0,0.0,9,5,user_stop,user_stop,8,5,0.888889,1.0,3,0,0,0,0,0,1
dev,airline,9,airline:9,0.0,0.0,0.0,0,0,0,0,0,0.0,26,49,user_stop,user_stop,22,49,0.846154,1.0,4,0,0,0,0,0,1
dev,retail,1,retail:1,0.0,0.0,0.0,0,0,0,0,0,0.0,50,13,max_steps,user_stop,1,13,0.02,1.0,0,3,0,0,0,0,1
dev,retail,104,retail:104,0.0,0.0,0.0,0,0,0,0,0,0.0,18,16,user_stop,user_stop,11,16,0.611111,1.0,2,1,0,0,0,0,1
dev,retail,112,retail:112,0.0,0.0,0.0,0,0,0,0,0,0.0,14,15,user_stop,user_stop,14,15,1.0,1.0,2,1,0,0,0,0,1
dev,retail,16,retail:16,0.0,0.0,0.0,0,0,0,0,0,0.0,45,9,user_stop,user_stop,16,9,0.355556,1.0,1,1,0,0,2,0,1
dev,retail,19,retail:19,0.0,0.0,0.0,0,0,0,0,0,0.0,7,13,user_stop,user_stop,6,13,0.857143,1.0,1,1,0,0,0,0,1
dev,retail,2,retail:2,0.0,0.0,0.0,0,0,0,0,0,0.0,32,19,user_stop,user_stop,6,19,0.1875,1.0,0,1,0,0,0,0,1
dev,retail,22,retail:22,0.0,0.0,0.0,0,0,0,0,0,0.0,29,12,user_stop,user_stop,5,12,0.172414,1.0,0,1,0,0,0,0,1
dev,retail,28,retail:28,0.0,0.0,0.0,0,0,0,0,0,0.0,41,9,user_stop,user_stop,11,9,0.268293,1.0,2,1,0,0,0,0,1
dev,retail,30,retail:30,0.0,0.0,0.0,0,0,0,0,0,0.0,48,22,user_stop,user_stop,16,22,0.333333,1.0,0,1,0,0,0,0,1
dev,retail,34,retail:34,0.0,0.0,0.0,0,0,0,0,0,0.0,50,14,max_steps,user_stop,1,14,0.02,1.0,0,1,0,0,0,0,1
dev,retail,43,retail:43,0.0,0.0,0.0,0,0,0,0,0,0.0,50,32,max_steps,user_stop,6,32,0.12,1.0,1,10,0,0,0,0,1
dev,retail,48,retail:48,0.0,0.0,0.0,0,0,0,0,0,0.0,27,17,user_stop,user_stop,7,17,0.259259,1.0,0,8,0,0,0,0,1
dev,retail,52,retail:52,0.0,0.0,0.0,0,0,0,0,0,0.0,35,14,user_stop,user_stop,9,14,0.257143,1.0,1,1,0,0,1,0,1
dev,retail,6,retail:6,0.0,0.0,0.0,0,0,0,0,0,0.0,39,15,user_stop,user_stop,16,15,0.410256,1.0,1,1,0,0,1,0,1
dev,retail,67,retail:67,0.0,0.0,0.0,0,0,0,0,0,0.0,12,8,user_stop,user_stop,12,8,1.0,1.0,4,2,0,0,0,0,1
dev,retail,7,retail:7,0.0,0.0,0.0,0,0,0,0,0,0.0,31,12,user_stop,user_stop,9,12,0.290323,1.0,0,1,0,0,1,0,1
dev,retail,76,retail:76,0.0,0.0,0.0,0,0,0,0,0,0.0,29,13,user_stop,user_stop,5,13,0.172414,1.0,2,5,0,0,1,0,1
dev,retail,84,retail:84,0.0,0.0,0.0,0,0,0,0,0,0.0,12,10,user_stop,user_stop,12,10,1.0,1.0,1,1,0,0,0,0,1
dev,retail,88,retail:88,0.0,0.0,0.0,0,0,0,0,0,0.0,21,10,user_stop,user_stop,21,10,1.0,1.0,0,0,0,0,0,0,1
dev,retail,95,retail:95,0.0,0.0,0.0,0,0,0,0,0,0.0,49,17,user_stop,user_stop,5,17,0.102041,1.0,1,1,0,0,0,0,1
dev,retail,98,retail:98,0.0,0.0,0.0,0,0,0,0,0,0.0,11,16,user_stop,user_stop,10,16,0.909091,1.0,2,1,0,0,0,0,1
dev,retail,99,retail:99,0.0,0.0,0.0,0,0,0,0,0,0.0,50,15,max_steps,user_stop,9,15,0.18,1.0,0,4,0,0,0,0,1
dev,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,15,3,0.3,1.0,1,0,0,0,0,0,1
dev,telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],telecom:[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,46,18,user_stop,user_error,5,18,0.108696,1.0,1,0,0,0,0,0,1
dev,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],telecom:[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,48,11,max_steps,user_error,4,11,0.083333,1.0,3,0,0,0,0,0,1
dev,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],telecom:[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,46,3,max_steps,user_error,9,3,0.195652,1.0,6,0,0,0,1,0,1
dev,telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],telecom:[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,5,max_steps,user_stop,3,5,0.06,1.0,1,1,0,0,0,0,1
dev,telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom:[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,9,3,0.18,1.0,0,0,0,0,0,0,1
dev,telecom,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],telecom:[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,34,8,user_error,user_error,4,8,0.117647,1.0,2,0,0,0,0,0,1
dev,telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],telecom:[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,47,6,user_error,user_error,6,6,0.12766,1.0,5,0,0,0,0,0,1
dev,telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom:[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],0.0,1.0,1.0,0,1,0,1,0,1.0,50,23,max_steps,user_stop,4,23,0.08,1.0,2,1,0,0,0,0,1
dev,telecom,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],telecom:[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,48,5,max_steps,user_error,4,5,0.083333,1.0,3,0,0,0,0,0,1
dev,telecom,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom:[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,15,max_steps,user_error,10,15,0.2,1.0,3,0,0,0,2,0,1
dev,telecom,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom:[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,5,max_steps,user_error,1,5,0.02,1.0,0,0,0,0,0,0,1
dev,telecom,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],telecom:[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,45,17,max_steps,user_stop,7,17,0.155556,1.0,6,3,0,0,0,0,1
dev,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,10,max_steps,user_error,3,10,0.06,1.0,2,0,0,0,3,0,1
dev,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,50,9,max_steps,user_error,1,9,0.02,1.0,0,0,0,0,0,0,1
dev,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,49,5,max_steps,user_error,9,5,0.183673,1.0,5,0,0,0,1,0,1
dev,telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],telecom:[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,50,29,max_steps,user_stop,11,29,0.22,1.0,4,0,0,0,0,0,1
dev,telecom,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom:[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,7,max_steps,user_error,8,7,0.16,1.0,2,0,0,0,1,0,1
dev,telecom,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],telecom:[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,4,max_steps,user_error,11,4,0.22,1.0,3,0,0,0,0,0,1
dev,telecom,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],telecom:[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],0.0,0.0,0.0,0,0,0,0,0,0.0,43,23,user_error,user_stop,4,23,0.093023,1.0,2,0,0,0,0,0,1
dev,telecom,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom:[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0.0,0.0,0.0,0,0,0,0,0,0.0,50,3,max_steps,user_error,3,3,0.06,1.0,1,0,0,0,0,0,1
dev,telecom,[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom:[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],0.0,0.0,0.0,0,0,0,0,0,0.0,45,20,max_steps,user_stop,9,20,0.2,1.0,8,0,4,0,2,0,1
