task_id,task_index,hardness,query,reward_edge,reward_cloud,success_edge,success_cloud
student_transcripts_tracking-What's the name of the course with most number of enrollments?,129,extra,What's the name of the course with most number of enrollments?,0.0,1.0,False,True
network_1-Show names of all high school students who do not have any friends.,137,hard,Show names of all high school students who do not have any friends.,0.0,1.0,False,True
employee_hire_evaluation-Which employee received the most awards in evaluations? Give me the employee name.,160,extra,Which employee received the most awards in evaluations? Give me the employee name.,1.0,1.0,True,True
"pets_1-What major is every student who does not own a cat as a pet, and also how old are they?",165,extra,"What major is every student who does not own a cat as a pet, and also how old are they?",0.64,1.0,False,True
car_1-Which distinct car models are the produced after 1980?,174,hard,Which distinct car models are the produced after 1980?,1.0,1.0,True,True
student_transcripts_tracking-Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,177,extra,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,0.0,0.0,False,False
"student_transcripts_tracking-Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.",182,hard,"Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.",1.0,0.62,True,False
car_1-What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,184,extra,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,0.75,0.0,False,False
tvshow-What are the languages used by the least number of TV Channels and how many channels use it?,190,hard,What are the languages used by the least number of TV Channels and how many channels use it?,0.5,1.0,False,True
pets_1-Find the average age of students who do not have any pet .,191,extra,Find the average age of students who do not have any pet .,1.0,1.0,True,True
singer-What is the sname of every sing that does not have any song?,196,hard,What is the sname of every sing that does not have any song?,1.0,1.0,True,True
tvshow-which countries' tv channels are not playing any cartoon written by Todd Casey?,204,hard,which countries' tv channels are not playing any cartoon written by Todd Casey?,0.33,0.33,False,False
car_1-What is the number of cars with a greater accelerate than the one with the most horsepower?,206,hard,What is the number of cars with a greater accelerate than the one with the most horsepower?,1.0,1.0,True,True
course_teach-What are the names of the teachers whose courses have not been arranged?,208,hard,What are the names of the teachers whose courses have not been arranged?,1.0,1.0,True,True
singer-What is the most common singer citizenship ?,220,hard,What is the most common singer citizenship ?,1.0,1.0,True,True
cre_Doc_Template_Mgt-Which template type code is used by most number of documents?,235,extra,Which template type code is used by most number of documents?,1.0,1.0,True,True
flight_2-What airline serves the most flights?,245,extra,What airline serves the most flights?,0.0,0.0,False,False
student_transcripts_tracking-What is the id of the semester that had both Masters and Bachelors students enrolled?,253,extra,What is the id of the semester that had both Masters and Bachelors students enrolled?,0.0,0.0,False,False
student_transcripts_tracking-Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,259,hard,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,1.0,1.0,True,True
concert_singer-What are the number of concerts that occurred in the stadium with the largest capacity ?,262,hard,What are the number of concerts that occurred in the stadium with the largest capacity ?,1.0,1.0,True,True
cre_Doc_Template_Mgt-Show the document id with paragraph text 'Brazil' and 'Ireland'.,263,hard,Show the document id with paragraph text 'Brazil' and 'Ireland'.,1.0,1.0,True,True
cre_Doc_Template_Mgt-Return the code of the template type that is most commonly used in documents.,265,extra,Return the code of the template type that is most commonly used in documents.,1.0,1.0,True,True
"dog_kennels-Find the id, last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments.",277,extra,"Find the id, last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments.",1.0,1.0,True,True
flight_2-How many flights fly from Aberdeen to Ashley?,284,hard,How many flights fly from Aberdeen to Ashley?,0.0,1.0,False,True
student_transcripts_tracking-Which address holds the most number of students currently? List the address id and all lines.,305,extra,Which address holds the most number of students currently? List the address id and all lines.,0.0,0.0,False,False
network_1-Show ids of all students who do not have any friends.,307,hard,Show ids of all students who do not have any friends.,0.0,1.0,False,True
singer-List the name of singers that do not have any song.,311,hard,List the name of singers that do not have any song.,1.0,1.0,True,True
"student_transcripts_tracking-What is the id, line 1, and line 2 of the address with the most students?",316,extra,"What is the id, line 1, and line 2 of the address with the most students?",1.0,1.0,True,True
world_1-Which continent speaks the most languages?,326,extra,Which continent speaks the most languages?,1.0,0.0,True,False
"dog_kennels-Return the owner id, first name and last name of the owner who has the most dogs.",335,extra,"Return the owner id, first name and last name of the owner who has the most dogs.",1.0,1.0,True,True
network_1-Find the minimum grade of students who have no friends.,338,extra,Find the minimum grade of students who have no friends.,1.0,0.0,True,False
flight_2-What is the code of airport that has the highest number of flights?,340,extra,What is the code of airport that has the highest number of flights?,0.0,1.0,False,True
world_1-Which language is the most popular in Aruba?,346,extra,Which language is the most popular in Aruba?,1.0,1.0,True,True
world_1-Give the names of countries with English and French as official languages.,348,extra,Give the names of countries with English and French as official languages.,0.0,0.0,False,False
dog_kennels-Give me the description of the treatment type whose total cost is the lowest.,370,extra,Give me the description of the treatment type whose total cost is the lowest.,1.0,1.0,True,True
wta_1-Which year had the most matches?,371,hard,Which year had the most matches?,1.0,1.0,True,True
world_1-Which unique cities are in Asian countries where Chinese is the official language ?,375,hard,Which unique cities are in Asian countries where Chinese is the official language ?,0.0,1.0,False,True
world_1-Give the name of the country in Asia with the lowest life expectancy.,384,hard,Give the name of the country in Asia with the lowest life expectancy.,1.0,1.0,True,True
student_transcripts_tracking-Find the program which most number of students are enrolled in. List both the id and the summary.,385,extra,Find the program which most number of students are enrolled in. List both the id and the summary.,1.0,1.0,True,True
wta_1-find the code of the country where has the greatest number of players.,387,hard,find the code of the country where has the greatest number of players.,1.0,1.0,True,True
car_1-How many car makers are there in each continents? List the continent name and the count.,391,hard,How many car makers are there in each continents? List the continent name and the count.,0.0,1.0,False,True
car_1-What are the names of the countries with no car makers?,402,hard,What are the names of the countries with no car makers?,0.0,0.0,False,False
concert_singer-Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,419,extra,Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,1.0,1.0,True,True
dog_kennels-Which breed do the most dogs have? Give me the breed name.,443,extra,Which breed do the most dogs have? Give me the breed name.,1.0,1.0,True,True
dog_kennels-List the names of the dogs of the rarest breed and the treatment dates of them.,445,extra,List the names of the dogs of the rarest breed and the treatment dates of them.,1.0,1.0,True,True
dog_kennels-Which dogs have not cost their owner more than 1000 for treatment ? List the dog names .,447,hard,Which dogs have not cost their owner more than 1000 for treatment ? List the dog names .,0.8,0.5,False,False
dog_kennels-Which owner has paid for the most treatments on his or her dogs? List the owner id and last name.,480,extra,Which owner has paid for the most treatments on his or her dogs? List the owner id and last name.,1.0,1.0,True,True
world_1-Return the country codes for countries that do not speak English.,482,hard,Return the country codes for countries that do not speak English.,0.97,0.0,False,False
network_1-Find the average grade of all students who have some friends.,486,hard,Find the average grade of all students who have some friends.,1.0,1.0,True,True
network_1-Show the names of all of the high schooler Kyle's friends.,489,hard,Show the names of all of the high schooler Kyle's friends.,1.0,1.0,True,True
"dog_kennels-Which professional did not operate any treatment on dogs? List the professional's id, role and email.",496,extra,"Which professional did not operate any treatment on dogs? List the professional's id, role and email.",1.0,1.0,True,True
car_1-Which of the countries has the most car makers? List the country name.,500,extra,Which of the countries has the most car makers? List the country name.,0.0,0.0,False,False
course_teach-What are the names of the people who teach math courses?,507,hard,What are the names of the people who teach math courses?,1.0,1.0,True,True
employee_hire_evaluation-Find the names of employees who never won any award in the evaluation.,544,hard,Find the names of employees who never won any award in the evaluation.,1.0,1.0,True,True
"wta_1-Find the first name, country code and birth date of the winner who has the highest rank points in all matches.",547,hard,"Find the first name, country code and birth date of the winner who has the highest rank points in all matches.",1.0,1.0,True,True
employee_hire_evaluation-Which shop has the most employees? Give me the shop name.,549,extra,Which shop has the most employees? Give me the shop name.,1.0,1.0,True,True
dog_kennels-What is the name of the breed with the most dogs?,584,extra,What is the name of the breed with the most dogs?,1.0,1.0,True,True
tvshow-What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,599,hard,What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,0.27,0.27,False,False
world_1-Count the number of countries for which Spanish is the predominantly spoken language.,621,extra,Count the number of countries for which Spanish is the predominantly spoken language.,0.0,0.0,False,False
world_1-Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,634,hard,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,1.0,1.0,True,True
network_1-What are the names of high schoolers who both have friends and are liked?,637,hard,What are the names of high schoolers who both have friends and are liked?,1.0,1.0,True,True
wta_1-Find the year that has the most number of matches.,641,hard,Find the year that has the most number of matches.,1.0,1.0,True,True
world_1-What are the countries where either English or Dutch is the official language ?,642,extra,What are the countries where either English or Dutch is the official language ?,0.74,1.0,False,True
car_1-What are the name of the countries where there is not a single car maker?,649,hard,What are the name of the countries where there is not a single car maker?,0.47,0.47,False,False
dog_kennels-How many dogs have not gone through any treatment?,650,extra,How many dogs have not gone through any treatment?,1.0,1.0,True,True
"battle_death-Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.",665,extra,"Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.",0.0,0.0,False,False
dog_kennels-Which dogs are of the rarest breed? Show their names and treatment dates.,669,extra,Which dogs are of the rarest breed? Show their names and treatment dates.,1.0,1.0,True,True
car_1-What is the model of the car with the smallest amount of horsepower?,674,hard,What is the model of the car with the smallest amount of horsepower?,0.0,0.0,False,False
network_1-What are the names of students who have no friends?,696,hard,What are the names of students who have no friends?,0.0,0.0,False,False
network_1-What is the lowest grade of students who do not have any friends?,703,extra,What is the lowest grade of students who do not have any friends?,1.0,1.0,True,True
"wta_1-What is the name of the winner who has won the most matches, and how many rank points does this player have?",704,hard,"What is the name of the winner who has won the most matches, and how many rank points does this player have?",1.0,1.0,True,True
concert_singer-What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,728,extra,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,1.0,1.0,True,True
world_1-What are the names of nations where both English and French are official languages?,732,extra,What are the names of nations where both English and French are official languages?,0.0,0.0,False,False
world_1-Which cities are in European countries where English is not the official language?,736,extra,Which cities are in European countries where English is not the official language?,0.02,0.0,False,False
concert_singer-Find the number of concerts happened in the stadium with the highest capacity .,742,hard,Find the number of concerts happened in the stadium with the highest capacity .,1.0,1.0,True,True
employee_hire_evaluation-Find the names of stores whose number products is more than the average number of products.,744,hard,Find the names of stores whose number products is more than the average number of products.,1.0,1.0,True,True
world_1-Which continent has the most diverse languages?,745,extra,Which continent has the most diverse languages?,0.0,0.0,False,False
network_1-What are the ids of students who both have friends and are liked?,746,hard,What are the ids of students who both have friends and are liked?,1.0,1.0,True,True
wta_1-Find the first name and country code of the player who did the most number of tours.,750,hard,Find the first name and country code of the player who did the most number of tours.,1.0,1.0,True,True
dog_kennels-List the last name of the owner owning the youngest dog.,761,extra,List the last name of the owner owning the youngest dog.,0.0,0.0,False,False
"car_1-Which model saves the most gasoline? That is to say, have the maximum miles per gallon.",775,hard,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.",0.0,0.0,False,False
"student_transcripts_tracking-What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?",776,extra,"What is the first, middle, and last name, along with the id and number of enrollments, for the student who enrolled the most in any program?",0.0,0.0,False,False
car_1-What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,778,extra,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,1.0,0.0,True,False
world_1-How many cities in each district have a population that is above the average population across all cities?,781,extra,How many cities in each district have a population that is above the average population across all cities?,0.0,0.0,False,False
world_1-What are the names of cities in Europe for which English is not the official language?,782,extra,What are the names of cities in Europe for which English is not the official language?,0.9,0.0,False,False
pets_1-What is the last name of the student who has a cat that is 3 years old?,784,hard,What is the last name of the student who has a cat that is 3 years old?,1.0,1.0,True,True
cre_Doc_Template_Mgt-What is the document id with least number of paragraphs?,811,hard,What is the document id with least number of paragraphs?,1.0,1.0,True,True
car_1-Which model has the most version(make) of cars?,825,hard,Which model has the most version(make) of cars?,0.0,1.0,False,True
dog_kennels-How many professionals did not operate any treatment on dogs?,830,extra,How many professionals did not operate any treatment on dogs?,1.0,1.0,True,True
cre_Doc_Template_Mgt-What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,831,hard,What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,1.0,1.0,True,True
pets_1-What is the first name of every student who has a dog but does not have a cat?,839,extra,What is the first name of every student who has a dog but does not have a cat?,0.0,0.0,False,False
concert_singer-What are all the song names by singers who are older than average?,854,hard,What are all the song names by singers who are older than average?,1.0,1.0,True,True
world_1-What is average life expectancy in the countries where English is not the official language?,857,extra,What is average life expectancy in the countries where English is not the official language?,0.0,0.0,False,False
real_estate_properties-What are the names of properties that are either houses or apartments with more than 1 room?,865,hard,What are the names of properties that are either houses or apartments with more than 1 room?,0.0,0.0,False,False
world_1-What are the country codes for countries that do not speak English?,872,hard,What are the country codes for countries that do not speak English?,0.97,0.97,False,False
employee_hire_evaluation-Which district has both stores with less than 3000 products and stores with more than 10000 products?,875,hard,Which district has both stores with less than 3000 products and stores with more than 10000 products?,1.0,1.0,True,True
dog_kennels-Find the number of professionals who have not treated any dogs.,877,extra,Find the number of professionals who have not treated any dogs.,1.0,1.0,True,True
car_1-What is the name of the country with the most car makers?,880,extra,What is the name of the country with the most car makers?,0.0,0.0,False,False
employee_hire_evaluation-Which shops run with no employees? Find the shop names,897,hard,Which shops run with no employees? Find the shop names,1.0,1.0,True,True
"dog_kennels-Give me the id, role and email of the professionals who did not perform any treatment on dogs.",928,extra,"Give me the id, role and email of the professionals who did not perform any treatment on dogs.",1.0,1.0,True,True
wta_1-Find the name of the winner who has the highest rank points and participated in the Australian Open tourney.,937,hard,Find the name of the winner who has the highest rank points and participated in the Australian Open tourney.,1.0,1.0,True,True
network_1-Return the name of the high school student with the most friends.,949,extra,Return the name of the high school student with the most friends.,1.0,1.0,True,True
pets_1-What are the first names of every student who has a cat or dog as a pet?,954,extra,What are the first names of every student who has a cat or dog as a pet?,1.0,1.0,True,True
pets_1-What are the ids of the students who do not own cats as pets?,961,hard,What are the ids of the students who do not own cats as pets?,1.0,1.0,True,True
world_1-Give the mean life expectancy of countries in which English is not the official language.,966,extra,Give the mean life expectancy of countries in which English is not the official language.,0.0,0.0,False,False
course_teach-Show the name of the teacher for the math course.,976,hard,Show the name of the teacher for the math course.,1.0,1.0,True,True
dog_kennels-Which states have both owners and professionals living there?,994,hard,Which states have both owners and professionals living there?,1.0,1.0,True,True
voter_1-How many contestants did not get voted?,1003,extra,How many contestants did not get voted?,1.0,1.0,True,True
pets_1-Find the number of dog pets that are raised by female students (with sex F).,1017,hard,Find the number of dog pets that are raised by female students (with sex F).,1.0,0.0,True,False
network_1-What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,1026,hard,What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,1.0,1.0,True,True
